路線ID,バス会社ID,バス停ID,バス停名称,路線名称
132,432.0,1661,新橋,業１０
132,432.0,1672,銀座六丁目,業１０
132,432.0,1663,銀座四丁目,業１０
132,432.0,1664,築地,業１０
132,432.0,1665,築地三丁目,業１０
79,432.0,970,築地六丁目,市０１
113,432.0,1367,勝どき橋南詰,東１５
132,432.0,1666,勝どき駅前,業１０
132,432.0,1667,月島三丁目,業１０
132,432.0,1668,月島四丁目,業１０
132,432.0,1669,晴海一丁目,業１０
113,432.0,1363,春海橋,東１５
113,432.0,1362,ＩＨＩ前,東１５
113,432.0,1361,豊洲二丁目,東１５
113,432.0,1360,豊洲駅前,東１５
134,432.0,1701,豊洲四丁目,業１０
134,432.0,1702,枝川,業１０
134,432.0,1703,枝川一丁目,業１０
134,432.0,1704,枝川二丁目,業１０
134,432.0,1705,塩浜二丁目,業１０
134,432.0,1706,塩浜橋,業１０
134,432.0,1707,木場六丁目ギャザリア前,業１０
134,432.0,1708,木場駅前,業１０
134,432.0,1709,木場三丁目,業１０
134,432.0,1710,木場四丁目,業１０
134,432.0,1711,木場公園,業１０
134,432.0,1712,東京都現代美術館前,業１０
134,432.0,1713,白河,業１０
134,432.0,1714,森下五丁目,業１０
134,432.0,1715,菊川駅前,業１０
134,432.0,1716,立川,業１０
134,432.0,1717,緑三丁目,業１０
134,432.0,1718,亀沢四丁目,業１０
134,432.0,1719,石原三丁目,業１０
134,432.0,1720,本所四丁目,業１０
134,432.0,1721,東駒形三丁目,業１０
134,432.0,1722,本所吾妻橋,業１０
134,432.0,1723,とうきょうスカイツリー駅前,業１０
132,432.0,1661,新橋,業１０
132,432.0,1662,銀座西六丁目,業１０
132,432.0,1663,銀座四丁目,業１０
132,432.0,1664,築地,業１０
132,432.0,1665,築地三丁目,業１０
79,432.0,970,築地六丁目,市０１
113,432.0,1367,勝どき橋南詰,東１５
135,432.0,1724,月島第一小学校前,業１０
135,432.0,1725,月島四丁目,業１０
135,432.0,1726,晴海トリトンスクエア中央,業１０
132,432.0,1669,晴海一丁目,業１０
113,432.0,1363,春海橋,東１５
113,432.0,1362,ＩＨＩ前,東１５
113,432.0,1361,豊洲二丁目,東１５
113,432.0,1360,豊洲駅前,東１５
134,432.0,1701,豊洲四丁目,業１０
134,432.0,1702,枝川,業１０
134,432.0,1703,枝川一丁目,業１０
134,432.0,1704,枝川二丁目,業１０
134,432.0,1705,塩浜二丁目,業１０
134,432.0,1706,塩浜橋,業１０
134,432.0,1707,木場六丁目ギャザリア前,業１０
134,432.0,1708,木場駅前,業１０
134,432.0,1709,木場三丁目,業１０
134,432.0,1710,木場四丁目,業１０
134,432.0,1711,木場公園,業１０
134,432.0,1712,東京都現代美術館前,業１０
134,432.0,1713,白河,業１０
134,432.0,1714,森下五丁目,業１０
134,432.0,1715,菊川駅前,業１０
134,432.0,1716,立川,業１０
134,432.0,1717,緑三丁目,業１０
134,432.0,1718,亀沢四丁目,業１０
134,432.0,1719,石原三丁目,業１０
134,432.0,1720,本所四丁目,業１０
134,432.0,1721,東駒形三丁目,業１０
134,432.0,1722,本所吾妻橋,業１０
135,432.0,1727,言問橋,業１０
135,432.0,1728,とうきょうスカイツリー駅前,業１０
132,432.0,1661,新橋,業１０
132,432.0,1672,銀座六丁目,業１０
132,432.0,1663,銀座四丁目,業１０
132,432.0,1664,築地,業１０
132,432.0,1665,築地三丁目,業１０
79,432.0,970,築地六丁目,市０１
113,432.0,1367,勝どき橋南詰,東１５
135,432.0,1724,月島第一小学校前,業１０
135,432.0,1725,月島四丁目,業１０
135,432.0,1726,晴海トリトンスクエア中央,業１０
132,432.0,1669,晴海一丁目,業１０
113,432.0,1363,春海橋,東１５
113,432.0,1362,ＩＨＩ前,東１５
113,432.0,1361,豊洲二丁目,東１５
113,432.0,1360,豊洲駅前,東１５
134,432.0,1701,豊洲四丁目,業１０
134,432.0,1702,枝川,業１０
134,432.0,1703,枝川一丁目,業１０
134,432.0,1704,枝川二丁目,業１０
134,432.0,1705,塩浜二丁目,業１０
134,432.0,1706,塩浜橋,業１０
134,432.0,1707,木場六丁目ギャザリア前,業１０
134,432.0,1708,木場駅前,業１０
134,432.0,1709,木場三丁目,業１０
134,432.0,1710,木場四丁目,業１０
134,432.0,1711,木場公園,業１０
134,432.0,1712,東京都現代美術館前,業１０
134,432.0,1713,白河,業１０
134,432.0,1714,森下五丁目,業１０
134,432.0,1715,菊川駅前,業１０
134,432.0,1716,立川,業１０
134,432.0,1717,緑三丁目,業１０
134,432.0,1718,亀沢四丁目,業１０
134,432.0,1719,石原三丁目,業１０
134,432.0,1720,本所四丁目,業１０
134,432.0,1721,東駒形三丁目,業１０
134,432.0,1722,本所吾妻橋,業１０
135,432.0,1727,言問橋,業１０
135,432.0,1728,とうきょうスカイツリー駅前,業１０
132,432.0,1661,新橋,業１０
132,432.0,1662,銀座西六丁目,業１０
132,432.0,1663,銀座四丁目,業１０
132,432.0,1664,築地,業１０
132,432.0,1665,築地三丁目,業１０
79,432.0,970,築地六丁目,市０１
113,432.0,1367,勝どき橋南詰,東１５
135,432.0,1724,月島第一小学校前,業１０
135,432.0,1725,月島四丁目,業１０
135,432.0,1726,晴海トリトンスクエア中央,業１０
132,432.0,1669,晴海一丁目,業１０
113,432.0,1363,春海橋,東１５
113,432.0,1362,ＩＨＩ前,東１５
113,432.0,1361,豊洲二丁目,東１５
113,432.0,1360,豊洲駅前,東１５
113,432.0,1359,深川五中前,東１５
113,432.0,1358,東雲橋交差点,東１５
113,432.0,1357,東雲一丁目,東１５
115,432.0,1436,深川車庫入口,東１６
113,432.0,1355,東雲都橋,東１５
113,432.0,1354,東雲小学校前,東１５
136,432.0,1729,深川車庫前,業１０
133,432.0,1673,深川車庫前,業１０
137,432.0,1730,深川車庫入口,業１０
137,432.0,1731,東雲一丁目,業１０
137,432.0,1732,東雲橋交差点,業１０
137,432.0,1733,深川五中前,業１０
137,432.0,1734,豊洲駅前,業１０
137,432.0,1735,豊洲四丁目,業１０
137,432.0,1736,枝川,業１０
137,432.0,1737,枝川一丁目,業１０
137,432.0,1738,枝川二丁目,業１０
137,432.0,1739,塩浜二丁目,業１０
137,432.0,1740,塩浜橋,業１０
137,432.0,1741,木場六丁目ギャザリア前,業１０
137,432.0,1742,木場駅前,業１０
137,432.0,1743,木場三丁目,業１０
137,432.0,1744,木場四丁目,業１０
137,432.0,1745,木場公園,業１０
137,432.0,1746,東京都現代美術館前,業１０
137,432.0,1747,白河,業１０
137,432.0,1748,森下五丁目,業１０
137,432.0,1749,菊川駅前,業１０
137,432.0,1750,立川,業１０
137,432.0,1751,緑三丁目,業１０
137,432.0,1752,亀沢四丁目,業１０
137,432.0,1753,石原三丁目,業１０
137,432.0,1754,本所四丁目,業１０
137,432.0,1755,東駒形三丁目,業１０
137,432.0,1756,本所吾妻橋,業１０
137,432.0,1757,言問橋,業１０
137,432.0,1758,とうきょうスカイツリー駅前,業１０
17,432.0,224,小滝橋車庫前,上６９
138,432.0,1759,新宿消防署,橋６３
138,432.0,1760,大久保駅前,橋６３
138,432.0,1761,新大久保駅前,橋６３
138,432.0,1762,大久保二丁目,橋６３
138,432.0,1763,大久保通り,橋６３
67,432.0,877,都営戸山ハイツ前,宿７４
67,432.0,878,新宿ここ・から広場前,宿７４
67,432.0,879,国立国際医療研究センター前,宿７４
67,432.0,880,戸山町,宿７４
138,432.0,1764,若松町,橋６３
138,432.0,1765,牛込柳町駅前,橋６３
138,432.0,1766,山伏町,橋６３
138,432.0,1767,牛込北町,橋６３
138,432.0,1768,納戸町,橋６３
138,432.0,1769,市谷田町,橋６３
138,432.0,1770,市ヶ谷駅前,橋６３
138,432.0,1771,番町,橋６３
138,432.0,1772,麹町四丁目,橋６３
138,432.0,1773,平河町二丁目,橋６３
138,432.0,1774,永田町,橋６３
138,432.0,1775,国会議事堂前,橋６３
138,432.0,1776,霞が関,橋６３
138,432.0,1777,経済産業省前,橋６３
138,432.0,1778,内幸町,橋６３
138,432.0,1779,新橋駅前,橋６３
17,432.0,224,小滝橋車庫前,上６９
138,432.0,1759,新宿消防署,橋６３
138,432.0,1760,大久保駅前,橋６３
138,432.0,1761,新大久保駅前,橋６３
138,432.0,1762,大久保二丁目,橋６３
138,432.0,1763,大久保通り,橋６３
139,432.0,1780,新宿ここ・から広場前,橋６３
139,432.0,1781,国立国際医療研究センター前,橋６３
139,432.0,1782,戸山町,橋６３
139,432.0,1783,若松町,橋６３
139,432.0,1784,牛込柳町駅前,橋６３
139,432.0,1785,山伏町,橋６３
139,432.0,1786,牛込北町,橋６３
139,432.0,1787,納戸町,橋６３
139,432.0,1788,市谷田町,橋６３
139,432.0,1789,市ヶ谷駅前,橋６３
139,432.0,1790,番町,橋６３
139,432.0,1791,麹町四丁目,橋６３
139,432.0,1792,平河町二丁目,橋６３
139,432.0,1793,永田町,橋６３
139,432.0,1794,国会議事堂前,橋６３
139,432.0,1795,霞が関,橋６３
139,432.0,1796,経済産業省前,橋６３
139,432.0,1797,内幸町,橋６３
139,432.0,1798,新橋駅前,橋６３
140,432.0,1799,目黒駅前,橋８６
46,432.0,642,白金台五丁目,品９３
140,432.0,1800,東大医科研病院西門,橋８６
140,432.0,1801,白金六丁目,橋８６
140,432.0,1802,恵比寿三丁目,橋８６
140,432.0,1803,天現寺橋,橋８６
140,432.0,1804,広尾駅前［広尾橋］,橋８６
140,432.0,1805,愛育クリニック前,橋８６
140,432.0,1806,元麻布二丁目,橋８６
140,432.0,1807,仙台坂上,橋８６
140,432.0,1808,仙台坂下,橋８６
140,432.0,1809,二ノ橋,橋８６
40,432.0,560,麻布十番駅前,反９４
40,432.0,561,中ノ橋［港区］,反９４
40,432.0,562,赤羽橋駅前,反９４
140,432.0,1810,赤羽橋交差点,橋８６
140,432.0,1811,東麻布一丁目,橋８６
140,432.0,1812,虎ノ門五丁目,橋８６
140,432.0,1813,神谷町駅前,橋８６
140,432.0,1814,御成門,橋８６
140,432.0,1815,新橋六丁目,橋８６
140,432.0,1816,新橋五丁目,橋８６
140,432.0,1817,新橋駅前,橋８６
140,432.0,1799,目黒駅前,橋８６
141,432.0,1818,上大崎,橋８６
141,432.0,1819,白金台五丁目,橋８６
141,432.0,1820,東大医科研病院西門,橋８６
141,432.0,1821,白金六丁目,橋８６
141,432.0,1822,恵比寿三丁目,橋８６
141,432.0,1823,天現寺橋,橋８６
141,432.0,1824,広尾駅前［広尾橋］,橋８６
141,432.0,1825,愛育クリニック前,橋８６
141,432.0,1826,元麻布二丁目,橋８６
141,432.0,1827,仙台坂上,橋８６
141,432.0,1828,仙台坂下,橋８６
41,432.0,567,二ノ橋,反９４
41,432.0,568,麻布十番駅前,反９４
41,432.0,569,中ノ橋［港区］,反９４
141,432.0,1829,赤羽橋駅前,橋８６
141,432.0,1830,赤羽橋交差点,橋８６
141,432.0,1831,東麻布一丁目,橋８６
141,432.0,1832,虎ノ門五丁目,橋８６
141,432.0,1833,神谷町駅前,橋８６
141,432.0,1834,御成門,橋８６
141,432.0,1835,新橋六丁目,橋８６
141,432.0,1836,新橋五丁目,橋８６
141,432.0,1837,新橋駅前,橋８６
140,432.0,1799,目黒駅前,橋８６
46,432.0,642,白金台五丁目,品９３
140,432.0,1800,東大医科研病院西門,橋８６
140,432.0,1801,白金六丁目,橋８６
140,432.0,1802,恵比寿三丁目,橋８６
140,432.0,1803,天現寺橋,橋８６
140,432.0,1804,広尾駅前［広尾橋］,橋８６
140,432.0,1805,愛育クリニック前,橋８６
140,432.0,1806,元麻布二丁目,橋８６
140,432.0,1807,仙台坂上,橋８６
140,432.0,1808,仙台坂下,橋８６
140,432.0,1809,二ノ橋,橋８６
40,432.0,560,麻布十番駅前,反９４
40,432.0,561,中ノ橋［港区］,反９４
40,432.0,562,赤羽橋駅前,反９４
140,432.0,1810,赤羽橋交差点,橋８６
140,432.0,1811,東麻布一丁目,橋８６
140,432.0,1812,虎ノ門五丁目,橋８６
140,432.0,1813,神谷町駅前,橋８６
140,432.0,1814,御成門,橋８６
142,432.0,1838,東京タワー,橋８６
140,432.0,1799,目黒駅前,橋８６
141,432.0,1818,上大崎,橋８６
141,432.0,1819,白金台五丁目,橋８６
141,432.0,1820,東大医科研病院西門,橋８６
141,432.0,1821,白金六丁目,橋８６
141,432.0,1822,恵比寿三丁目,橋８６
141,432.0,1823,天現寺橋,橋８６
141,432.0,1824,広尾駅前［広尾橋］,橋８６
141,432.0,1825,愛育クリニック前,橋８６
141,432.0,1826,元麻布二丁目,橋８６
141,432.0,1827,仙台坂上,橋８６
141,432.0,1828,仙台坂下,橋８６
41,432.0,567,二ノ橋,反９４
41,432.0,568,麻布十番駅前,反９４
41,432.0,569,中ノ橋［港区］,反９４
141,432.0,1829,赤羽橋駅前,橋８６
141,432.0,1830,赤羽橋交差点,橋８６
141,432.0,1831,東麻布一丁目,橋８６
141,432.0,1832,虎ノ門五丁目,橋８６
141,432.0,1833,神谷町駅前,橋８６
141,432.0,1834,御成門,橋８６
143,432.0,1839,東京タワー［公園下］,橋８６
143,432.0,1840,東京タワー,橋８６
144,432.0,1841,潮見二丁目,江東０１
144,432.0,1842,枝川三丁目,江東０１
144,432.0,1843,枝川二丁目,江東０１
144,432.0,1844,木場一丁目,江東０１
120,432.0,1491,木場二丁目,東２２
144,432.0,1845,木場六丁目ギャザリア前,江東０１
144,432.0,1846,塩崎荘前,江東０１
144,432.0,1847,塩浜二丁目,江東０１
144,432.0,1843,枝川二丁目,江東０１
144,432.0,1842,枝川三丁目,江東０１
144,432.0,1848,深川暁橋南,江東０１
144,432.0,1841,潮見二丁目,江東０１
144,432.0,1849,潮見一丁目アパート前,江東０１
144,432.0,1850,漣橋南詰,江東０１
144,432.0,1851,港湾住宅前,江東０１
144,432.0,1852,辰巳駅前,江東０１
144,432.0,1853,辰巳団地,江東０１
144,432.0,1854,第二辰巳小学校前,江東０１
144,432.0,1855,辰巳中央,江東０１
144,432.0,1856,辰巳一丁目北,江東０１
144,432.0,1850,漣橋南詰,江東０１
144,432.0,1849,潮見一丁目アパート前,江東０１
145,432.0,1857,練馬車庫前,池６５
145,432.0,1858,桜台駅前,池６５
145,432.0,1859,豊玉北四丁目,池６５
145,432.0,1860,豊玉中二丁目,池６５
145,432.0,1861,豊玉中一丁目,池６５
145,432.0,1862,合同住宅前,池６５
145,432.0,1863,江古田三丁目,池６５
145,432.0,1864,江古田二丁目,池６５
145,432.0,1865,江古田一丁目,池６５
145,432.0,1866,哲学堂,池６５
145,432.0,1867,西落合一丁目,池６５
145,432.0,1868,落合南長崎駅前,池６５
145,432.0,1869,南長崎三丁目［池６５］,池６５
145,432.0,1870,南長崎二丁目,池６５
145,432.0,1871,目白五丁目,池６５
145,432.0,1872,聖母病院入口,池６５
145,432.0,1873,下落合四丁目,池６５
145,432.0,1874,下落合三丁目,池６５
145,432.0,1875,目白駅前,池６５
145,432.0,1876,目白警察署前,池６５
145,432.0,1877,千登世橋,池６５
145,432.0,1878,南池袋一丁目,池６５
145,432.0,1879,南池袋三丁目,池６５
145,432.0,1880,池袋駅東口,池６５
145,432.0,1857,練馬車庫前,池６５
145,432.0,1858,桜台駅前,池６５
145,432.0,1859,豊玉北四丁目,池６５
145,432.0,1860,豊玉中二丁目,池６５
145,432.0,1861,豊玉中一丁目,池６５
145,432.0,1862,合同住宅前,池６５
145,432.0,1863,江古田三丁目,池６５
145,432.0,1864,江古田二丁目,池６５
145,432.0,1865,江古田一丁目,池６５
145,432.0,1866,哲学堂,池６５
145,432.0,1867,西落合一丁目,池６５
145,432.0,1868,落合南長崎駅前,池６５
146,432.0,1881,南長崎二丁目,池６５
146,432.0,1882,目白五丁目,池６５
146,432.0,1883,聖母病院入口,池６５
146,432.0,1884,下落合四丁目,池６５
146,432.0,1885,下落合三丁目,池６５
146,432.0,1886,目白駅前,池６５
146,432.0,1887,目白警察署前,池６５
146,432.0,1888,千登世橋,池６５
146,432.0,1889,南池袋一丁目,池６５
146,432.0,1890,南池袋三丁目,池６５
146,432.0,1891,池袋駅東口,池６５
147,432.0,1892,池袋サンシャインシティ,池８６
147,432.0,1893,東池袋一丁目［豊島区役所］,池８６
147,432.0,1894,池袋駅東口,池８６
147,432.0,1895,南池袋三丁目,池８６
145,432.0,1878,南池袋一丁目,池６５
145,432.0,1877,千登世橋,池６５
147,432.0,1896,学習院下,池８６
102,432.0,1219,高田馬場二丁目,早７７
102,432.0,1220,学習院女子大学前,早７７
102,432.0,1221,早大理工前,早７７
102,432.0,1222,新宿コズミックセンター前,早７７
102,432.0,1223,大久保通り,早７７
67,432.0,876,東新宿駅前,宿７４
67,432.0,875,日清食品前,宿７４
147,432.0,1897,新宿伊勢丹前,池８６
147,432.0,1898,新宿四丁目,池８６
147,432.0,1899,千駄ヶ谷五丁目,池８６
147,432.0,1900,北参道,池８６
147,432.0,1901,千駄ヶ谷小学校前,池８６
147,432.0,1902,神宮前一丁目,池８６
104,432.0,1261,表参道,早８１
104,432.0,1260,神宮前六丁目,早８１
147,432.0,1903,神南一丁目,池８６
104,432.0,1257,渋谷駅西口,早８１
147,432.0,1904,渋谷駅東口,池８６
104,432.0,1259,宮下公園,早８１
104,432.0,1260,神宮前六丁目,早８１
104,432.0,1261,表参道,早８１
147,432.0,1902,神宮前一丁目,池８６
147,432.0,1901,千駄ヶ谷小学校前,池８６
147,432.0,1900,北参道,池８６
147,432.0,1899,千駄ヶ谷五丁目,池８６
147,432.0,1898,新宿四丁目,池８６
147,432.0,1897,新宿伊勢丹前,池８６
67,432.0,875,日清食品前,宿７４
67,432.0,876,東新宿駅前,宿７４
102,432.0,1223,大久保通り,早７７
102,432.0,1222,新宿コズミックセンター前,早７７
102,432.0,1221,早大理工前,早７７
102,432.0,1220,学習院女子大学前,早７７
102,432.0,1219,高田馬場二丁目,早７７
147,432.0,1896,学習院下,池８６
145,432.0,1877,千登世橋,池６５
145,432.0,1878,南池袋一丁目,池６５
147,432.0,1895,南池袋三丁目,池８６
147,432.0,1894,池袋駅東口,池８６
147,432.0,1893,東池袋一丁目［豊島区役所］,池８６
147,432.0,1892,池袋サンシャインシティ,池８６
148,432.0,1905,早稲田,池８６
148,432.0,1906,甘泉園公園前,池８６
148,432.0,1907,西早稲田,池８６
148,432.0,1908,高田馬場二丁目,池８６
148,432.0,1909,学習院女子大学前,池８６
148,432.0,1910,早大理工前,池８６
148,432.0,1911,新宿コズミックセンター前,池８６
148,432.0,1912,大久保通り,池８６
148,432.0,1913,東新宿駅前,池８６
148,432.0,1914,日清食品前,池８６
148,432.0,1915,新宿伊勢丹前,池８６
148,432.0,1916,新宿四丁目,池８６
148,432.0,1917,千駄ヶ谷五丁目,池８６
148,432.0,1918,北参道,池８６
148,432.0,1919,千駄ヶ谷小学校前,池８６
148,432.0,1920,神宮前一丁目,池８６
148,432.0,1921,表参道,池８６
148,432.0,1922,神宮前六丁目,池８６
148,432.0,1923,神南一丁目,池８６
148,432.0,1924,渋谷駅西口,池８６
148,432.0,1925,渋谷駅東口,池８６
148,432.0,1926,宮下公園,池８６
148,432.0,1927,神宮前六丁目,池８６
148,432.0,1928,表参道,池８６
148,432.0,1929,神宮前一丁目,池８６
148,432.0,1930,千駄ヶ谷小学校前,池８６
148,432.0,1931,北参道,池８６
148,432.0,1932,千駄ヶ谷五丁目,池８６
148,432.0,1933,新宿四丁目,池８６
148,432.0,1934,新宿伊勢丹前,池８６
148,432.0,1935,日清食品前,池８６
148,432.0,1936,東新宿駅前,池８６
148,432.0,1937,大久保通り,池８６
148,432.0,1938,新宿コズミックセンター前,池８６
148,432.0,1939,早大理工前,池８６
148,432.0,1940,学習院女子大学前,池８６
148,432.0,1941,高田馬場二丁目,池８６
148,432.0,1942,学習院下,池８６
148,432.0,1943,千登世橋,池８６
148,432.0,1944,南池袋一丁目,池８６
148,432.0,1945,南池袋三丁目,池８６
148,432.0,1946,池袋駅東口,池８６
149,432.0,1947,池袋駅東口,池８６
149,432.0,1948,南池袋三丁目,池８６
149,432.0,1949,南池袋一丁目,池８６
149,432.0,1950,千登世橋,池８６
149,432.0,1951,学習院下,池８６
149,432.0,1952,高田馬場二丁目,池８６
149,432.0,1953,西早稲田,池８６
149,432.0,1954,馬場下町,池８６
149,432.0,1955,早大正門,池８６
149,432.0,1956,早稲田,池８６
148,432.0,1905,早稲田,池８６
148,432.0,1906,甘泉園公園前,池８６
148,432.0,1907,西早稲田,池８６
148,432.0,1908,高田馬場二丁目,池８６
149,432.0,1951,学習院下,池８６
145,432.0,1877,千登世橋,池６５
148,432.0,1957,南池袋一丁目,池８６
148,432.0,1945,南池袋三丁目,池８６
148,432.0,1958,池袋駅東口,池８６
149,432.0,1947,池袋駅東口,池８６
149,432.0,1948,南池袋三丁目,池８６
149,432.0,1949,南池袋一丁目,池８６
149,432.0,1950,千登世橋,池８６
149,432.0,1951,学習院下,池８６
149,432.0,1952,高田馬場二丁目,池８６
149,432.0,1959,学習院女子大学前,池８６
149,432.0,1960,早大理工前,池８６
149,432.0,1961,新宿コズミックセンター前,池８６
149,432.0,1962,大久保通り,池８６
149,432.0,1963,東新宿駅前,池８６
149,432.0,1964,日清食品前,池８６
149,432.0,1965,新宿伊勢丹前,池８６
149,432.0,1966,新宿四丁目,池８６
149,432.0,1967,千駄ヶ谷五丁目,池８６
149,432.0,1968,北参道,池８６
149,432.0,1969,千駄ヶ谷小学校前,池８６
149,432.0,1970,神宮前一丁目,池８６
149,432.0,1971,表参道,池８６
149,432.0,1972,神宮前六丁目,池８６
149,432.0,1973,神南一丁目,池８６
149,432.0,1974,渋谷駅西口,池８６
149,432.0,1975,渋谷駅東口,池８６
149,432.0,1976,宮下公園,池８６
149,432.0,1977,神宮前六丁目,池８６
149,432.0,1978,表参道,池８６
149,432.0,1979,神宮前一丁目,池８６
149,432.0,1980,千駄ヶ谷小学校前,池８６
149,432.0,1981,北参道,池８６
149,432.0,1982,千駄ヶ谷五丁目,池８６
149,432.0,1983,新宿四丁目,池８６
149,432.0,1984,新宿伊勢丹前,池８６
149,432.0,1985,日清食品前,池８６
149,432.0,1986,東新宿駅前,池８６
149,432.0,1987,大久保通り,池８６
149,432.0,1988,新宿コズミックセンター前,池８６
149,432.0,1989,早大理工前,池８６
149,432.0,1990,学習院女子大学前,池８６
149,432.0,1991,高田馬場二丁目,池８６
149,432.0,1992,西早稲田,池８６
149,432.0,1954,馬場下町,池８６
149,432.0,1993,早大正門,池８６
149,432.0,1994,早稲田,池８６
150,432.0,1995,東京テレポート駅前,波０１
84,432.0,1021,東京国際クルーズターミナル駅前,急行０５
150,432.0,1996,日本科学未来館前,波０１
150,432.0,1997,東京港湾合同庁舎前,波０１
150,432.0,1998,テレコムセンター駅前,波０１
150,432.0,1999,青海二丁目,波０１
150,432.0,1995,東京テレポート駅前,波０１
151,432.0,2000,シンボルプロムナード公園前,波０１
150,432.0,1996,日本科学未来館前,波０１
150,432.0,1997,東京港湾合同庁舎前,波０１
150,432.0,1998,テレコムセンター駅前,波０１
150,432.0,1999,青海二丁目,波０１
46,432.0,634,品川車庫前,品９３
46,432.0,633,東品川一丁目,品９３
152,432.0,2001,天王洲橋,浜９５
152,432.0,2002,楽水橋［品川車庫入口］,浜９５
152,432.0,2003,食肉市場前,浜９５
152,432.0,2004,品川駅港南口,浜９５
152,432.0,2005,港南一丁目,浜９５
152,432.0,2006,芝浦水再生センター前,浜９５
152,432.0,2007,高浜橋,浜９５
152,432.0,2008,芝浦四丁目,浜９５
152,432.0,2009,八千代橋,浜９５
152,432.0,2010,藻塩橋,浜９５
152,432.0,2011,田町駅東口前,浜９５
152,432.0,2012,芝浦一丁目,浜９５
152,432.0,2013,芝浦二丁目,浜９５
152,432.0,2014,潮路橋,浜９５
152,432.0,2015,海岸三丁目,浜９５
152,432.0,2016,海岸二丁目,浜９５
152,432.0,2017,日の出桟橋入口,浜９５
152,432.0,2018,海岸一丁目,浜９５
152,432.0,2019,浜松町駅前,浜９５
152,432.0,2020,大門駅前,浜９５
152,432.0,2021,新橋六丁目,浜９５
140,432.0,1814,御成門,橋８６
152,432.0,2022,神谷町駅前,浜９５
140,432.0,1812,虎ノ門五丁目,橋８６
152,432.0,2023,東京タワー,浜９５
153,432.0,2024,品川駅港南口,浜９５
153,432.0,2025,港南一丁目,浜９５
153,432.0,2026,芝浦水再生センター前,浜９５
153,432.0,2027,高浜橋,浜９５
153,432.0,2028,芝浦四丁目,浜９５
153,432.0,2029,八千代橋,浜９５
153,432.0,2030,藻塩橋,浜９５
153,432.0,2031,田町駅東口前,浜９５
153,432.0,2032,田町駅東口,浜９５
153,432.0,2033,芝浦一丁目,浜９５
153,432.0,2034,芝浦二丁目,浜９５
153,432.0,2035,潮路橋,浜９５
153,432.0,2036,海岸三丁目,浜９５
153,432.0,2037,海岸二丁目,浜９５
153,432.0,2038,日の出桟橋入口,浜９５
153,432.0,2039,竹芝桟橋入口,浜９５
153,432.0,2040,海岸一丁目,浜９５
153,432.0,2041,浜松町駅前,浜９５
153,432.0,2042,大門駅前,浜９５
153,432.0,2043,新橋六丁目,浜９５
153,432.0,2044,御成門,浜９５
153,432.0,2045,御成門小学校前,浜９５
153,432.0,2046,東京タワー［公園下］,浜９５
153,432.0,2047,東京タワー,浜９５
153,432.0,2024,品川駅港南口,浜９５
153,432.0,2025,港南一丁目,浜９５
153,432.0,2026,芝浦水再生センター前,浜９５
153,432.0,2027,高浜橋,浜９５
153,432.0,2028,芝浦四丁目,浜９５
153,432.0,2029,八千代橋,浜９５
153,432.0,2030,藻塩橋,浜９５
153,432.0,2031,田町駅東口前,浜９５
154,432.0,2048,芝浦一丁目,浜９５
154,432.0,2049,芝浦二丁目,浜９５
154,432.0,2050,潮路橋,浜９５
154,432.0,2051,海岸三丁目,浜９５
154,432.0,2052,海岸二丁目,浜９５
154,432.0,2053,日の出桟橋入口,浜９５
154,432.0,2054,海岸一丁目,浜９５
154,432.0,2055,浜松町駅前,浜９５
154,432.0,2056,大門駅前,浜９５
154,432.0,2057,新橋六丁目,浜９５
154,432.0,2058,御成門,浜９５
154,432.0,2059,神谷町駅前,浜９５
154,432.0,2060,虎ノ門五丁目,浜９５
154,432.0,2061,東京タワー,浜９５
155,432.0,2062,東京テレポート駅前,海０１
150,432.0,1998,テレコムセンター駅前,波０１
150,432.0,1997,東京港湾合同庁舎前,波０１
150,432.0,1996,日本科学未来館前,波０１
155,432.0,2063,東京国際クルーズターミナル駅前,海０１
155,432.0,2064,潮風公園入口,海０１
155,432.0,2065,台場駅前,海０１
155,432.0,2066,フジテレビ前,海０１
155,432.0,2067,台場二丁目,海０１
155,432.0,2068,お台場海浜公園駅前,海０１
115,432.0,1442,有明一丁目,東１６
115,432.0,1441,有明テニスの森,東１６
155,432.0,2069,有明コロシアム前,海０１
115,432.0,1440,有明二丁目,東１６
115,432.0,1438,有明小中学校前,東１６
115,432.0,1437,都橋住宅前,東１６
113,432.0,1355,東雲都橋,東１５
113,432.0,1356,深川車庫入口,東１５
113,432.0,1357,東雲一丁目,東１５
113,432.0,1358,東雲橋交差点,東１５
113,432.0,1359,深川五中前,東１５
113,432.0,1360,豊洲駅前,東１５
155,432.0,2070,豊洲四丁目,海０１
155,432.0,2071,枝川,海０１
155,432.0,2072,塩浜一丁目,海０１
155,432.0,2073,浜園橋,海０１
155,432.0,2074,都立三商前,海０１
155,432.0,2075,東京海洋大学越中島校舎前,海０１
155,432.0,2076,越中島,海０１
155,432.0,2077,門前仲町,海０１
155,432.0,2062,東京テレポート駅前,海０１
150,432.0,1998,テレコムセンター駅前,波０１
150,432.0,1997,東京港湾合同庁舎前,波０１
150,432.0,1996,日本科学未来館前,波０１
155,432.0,2063,東京国際クルーズターミナル駅前,海０１
156,432.0,2078,台場駅前,海０１
156,432.0,2079,フジテレビ前,海０１
